gene	Ambalavanan_25449221	Bhattacharya_33552042	Dai_34276789_data	Gong_32412065	Li_26030808	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Wang_23897914	Wang_35790551_circRNA	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Da_paepe_20718599	Fulton_30459472	Oji_mmuo_33177681_mRNA	Shen_33093882	Siddiah_37123538	Ahmed_37839510	Hamvas_30342483	Luo_36514862_eqtl	Luo_36514862_SNPS	Hadchoul_data	Torgerson_30113228	Tsotakos_35947545_down	Tsotakos_35947545_up	maic_score	contributors
IGKC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2152796233210743	0.0	1.2957416909048116	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.797924092657679	SALIVA: Ahmed_37839510, LUNG/TA: Bharracharya_22723293, BLOOD: Zasada_31445514
CHIT1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2953954366513578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	3.7687160808840092	LUNG/TA: Bharracharya_22723293, BLOOD: Li_26030808, SALIVA: Luo_36514862_eqtl
PDGFD	0.0	0.0	0.0	1.068536018730786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425811020628947	0.0	0.0	0.0	0.0	1.2847722952342548	0.0	0.0	0.0	0.0	0.0	0.0	3.5958894160279353	LUNG/TA: Fulton_30459472, BLOOD: Gong_32412065, SALIVA: Hamvas_30342483
MPO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3271888493717243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.760610033286103	SALIVA: Luo_36514862_eqtl, BLOOD: Pietrzyk_24194948_up_day5
IGHA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.455480278185214	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.742383056617007	SALIVA: Ahmed_37839510, LUNG/TA: Bharracharya_22723293
CEACAM6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2956943489592945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.7291155328736734	LUNG/TA: Bharracharya_22723293, SALIVA: Luo_36514862_eqtl
CD177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2948598480511069	0.0	0.0	1.1838362179550526	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.7282810319654853	LUNG/TA: Bharracharya_22723293, SALIVA: Luo_36514862_eqtl
ABCA13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	1.2943352171239422	2.727756401038321	SALIVA: Luo_36514862_eqtl, UNKNOWN: Tsotakos_35947545_up
FBN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2939744196177405	0.0	0.0	0.0	1.0357433562963354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.727395603532119	SALIVA: Luo_36514862_eqtl, BLOOD: Pietrzyk_24194948_up_day5
IL1R2	0.0	0.0	0.0	1.0655598661543646	1.0398994603182725	0.0	0.0	0.0	1.2794898576637672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.7129110415781463	BLOOD: Pietrzyk_24194948_up_day5, SALIVA: Luo_36514862_eqtl
CD24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2749456966118793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.708366880526258	SALIVA: Luo_36514862_eqtl, BLOOD: Pietrzyk_24194948_up_day5
CPA3	0.0	0.0	0.0	1.0674836774882943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.626530551304438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6940142287927324	LUNG/TA: Bharracharya_22723293, BLOOD: Gong_32412065
ITGA9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2467005211786593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.680121705093038	SALIVA: Luo_36514862_eqtl, BLOOD: Pietrzyk_24194948_up_day5
ATP8B4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425800420628947	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.6760012259772736	LUNG/TA: Fulton_30459472, SALIVA: Luo_36514862_eqtl
NBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0247751856958045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6256913635138963	0.0	0.0	2.6504665492097006	UNKNOWN: Torgerson_30113228, BLOOD: Yuon_chou_37507442_cpg_day28
PIF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0475885081082894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5707665731552134	0.0	2.618355081263503	UNKNOWN: Tsotakos_35947545_down, BLOOD: Yuon_chou_37507442_deg_day14
RASGRP3	0.0	0.0	0.0	1.0689964180243758	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0326299831695755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.532999191647509	0.0	0.0	2.601995609671885	BLOOD: Gong_32412065, UNKNOWN: Torgerson_30113228
LRRN3	0.0	0.0	0.0	0.0	0.0	1.1037924447785727	0.0	0.0	1.1603992611458838	0.0	0.0	0.0	0.0	0.0	1.057067330504743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.5938204450602624	SALIVA: Luo_36514862_eqtl, BLOOD: Pietrzyk_24194948_up_day5
EML6	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5113643156815222	0.0	0.0	2.5512637759997947	BLOOD: Li_26030808, UNKNOWN: Torgerson_30113228
RIMBP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.024780930691022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4897294397156817	0.0	0.0	2.514510370406704	UNKNOWN: Torgerson_30113228, BLOOD: Yuon_chou_37507442_cpg_day28
APOC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2152798633210742	0.0	1.2956488091345917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.510928672455666	LUNG/TA: Bharracharya_22723293, BLOOD: Zasada_31445514
SERPINA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0380333519378104	0.0	0.0	0.0	1.2152798233210742	0.0	1.2953359261972852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5106157495183594	LUNG/TA: Bharracharya_22723293, BLOOD: Zasada_31445514
IGHG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2152797233210744	1.1499921664052457	0.0	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.502182501752867	SALIVA: Ahmed_37839510, BLOOD: Zasada_31445514
RFWD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.057957910372754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.491379094287133	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_deg_day14
ANKRD27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0566333013092142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.4900544852235926	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_deg_day14
IFIT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.054478728244771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.4878999121591496	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_deg_day14
YY1AP1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.050717726293899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.484138910208278	BLOOD: Yuon_chou_37507442_deg_day14, SALIVA: Luo_36514862_eqtl
LMO7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04829257897591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.4817137628902888	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_deg_day14
TMEM50A	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.4733206442326514	BLOOD: Li_26030808, SALIVA: Luo_36514862_eqtl
CHI3L1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.4733206442326514	BLOOD: Li_26030808, SALIVA: Luo_36514862_eqtl
MGAM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0380333519378104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.471454535852189	SALIVA: Luo_36514862_eqtl, BLOOD: Windhorst_37090732
CEP192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0380333519378104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.471454535852189	SALIVA: Luo_36514862_eqtl, BLOOD: Windhorst_37090732
MMP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0367000351907465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.470121219105125	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_cpg_day14
ABLIM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0366533679276047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.470074551841983	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_cpg_day14
NKTR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0307799595235887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.4642011434379674	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_cpg_day14
ARID1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0248029531726899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.4582241370870683	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_cpg_day28
ANXA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0247614615405622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.458182645454941	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_cpg_day28
ERG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0245865583528242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.4580077422672026	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_cpg_day28
NF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0244965534277473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4334211839143787	0.0	0.0	0.0	0.0	0.0	2.457917737342126	SALIVA: Luo_36514862_eqtl, BLOOD: Yuon_chou_37507442_cpg_day28
HBG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0597291031764242	1.2152798433210743	1.1499921964052457	0.0	0.0	1.2425801120628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.457859955383969	LUNG/TA: Fulton_30459472, BLOOD: Zasada_31445514
HBG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2152797333210743	0.0	0.0	0.0	1.2425801420628948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.457859875383969	LUNG/TA: Fulton_30459472, BLOOD: Zasada_31445514
TTR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1499921764052459	0.0	0.0	0.0	0.0	0.0	0.0	1.2869027784317928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4368949548370384	SALIVA: Ahmed_37839510, BLOOD: Zasada_31445514_day36GA
THEMIS	0.0	0.0	0.0	0.0	0.0	1.1043692539944625	0.0	0.0	0.0	0.0	0.0	0.0	1.034670009244069	0.0	0.0	0.0	0.0	1.2948747254864246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.399243979480887	LUNG/TA: Bharracharya_22723293, BLOOD: Pietrzyk_24194948_down_day28
CLCA1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3501550019359998	0.0	0.0	0.0	0.0	0.0	0.0	2.3900544622542723	SALIVA: Hamvas_30342483, BLOOD: Li_26030808
PSME4	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3486344738731686	0.0	0.0	0.0	0.0	0.0	0.0	2.3885339341914413	SALIVA: Hamvas_30342483, BLOOD: Li_26030808
ARHGAP31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0345500077102754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3471139458103374	0.0	0.0	0.0	0.0	0.0	0.0	2.3816639535206128	SALIVA: Hamvas_30342483, BLOOD: Yuon_chou_37507442_cpg_day14
ERLEC1	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3379907774333497	0.0	0.0	0.0	0.0	0.0	0.0	2.3778902377516222	SALIVA: Hamvas_30342483, BLOOD: Li_26030808
GPR75	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3364702493705183	0.0	0.0	0.0	0.0	0.0	0.0	2.376369709688791	SALIVA: Hamvas_30342483, BLOOD: Li_26030808
RRM2	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0247209274076374	1.0799234472341315	0.0	0.0	1.2956188176582413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3755422648923727	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_deg_day14
ASB3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.334949721307687	0.0	0.0	0.0	0.0	0.0	0.0	2.37484918162596	SALIVA: Hamvas_30342483, BLOOD: Li_26030808
AKR7A3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3303881371191932	0.0	0.0	0.0	0.0	0.0	0.0	2.370287597437466	SALIVA: Hamvas_30342483, BLOOD: Li_26030808
SPC25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0716542667868716	0.0	0.0	1.2946069316507185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36626119843759	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_deg_day14
POU2AF1	0.0	0.0	0.0	1.069900773779642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2944432798622332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.364344053641875	LUNG/TA: Bharracharya_22723293, BLOOD: Gong_32412065
XIST	0.0	0.0	0.0	1.068716889881839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2943093829443815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.363026272826221	LUNG/TA: Bharracharya_22723293, BLOOD: Gong_32412065
MARCO	0.0	0.0	0.0	1.0684702474031302	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29445815729755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36292840470068	LUNG/TA: Bharracharya_22723293, BLOOD: Gong_32412065
C1QB	0.0	0.0	0.0	1.067385020496811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2950086224043444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3623936429011554	LUNG/TA: Bharracharya_22723293, BLOOD: Gong_32412065
SLC18A2	0.0	0.0	0.0	1.0651816810203443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0531435668834972	0.0	0.0	1.2952466613935771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3604283424139214	LUNG/TA: Bharracharya_22723293, BLOOD: Gong_32412065
C1QA	0.0	0.0	0.0	1.0653296665075698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.294904480357061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.360234146864631	LUNG/TA: Bharracharya_22723293, BLOOD: Gong_32412065
TRIM46	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.318223912616543	0.0	0.0	0.0	0.0	0.0	0.0	2.3581233729348154	SALIVA: Hamvas_30342483, BLOOD: Li_26030808
RGMA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.033209990582912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3248356435513013	2.3580456341342133	UNKNOWN: Tsotakos_35947545_up, BLOOD: Yuon_chou_37507442_cpg_day14
ADORA3	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	1.0616999479461104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.295142519324013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3568424672701234	LUNG/TA: Bharracharya_22723293, BLOOD: Pietrzyk_24194948_up_day28
DRAXIN	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3165173454347487	2.356416805753021	BLOOD: Li_26030808, UNKNOWN: Tsotakos_35947545_up
TOP2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0594527473053637	0.0	0.0	1.294547421909451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3540001692148147	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_deg_day14
FAM84A	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.313744579395898	2.3536440397141707	BLOOD: Li_26030808, UNKNOWN: Tsotakos_35947545_up
ATP10B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0244464443027932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.328867609056362	0.0	0.0	0.0	0.0	0.0	0.0	2.3533140533591554	SALIVA: Hamvas_30342483, BLOOD: Yuon_chou_37507442_cpg_day28
LMF1	0.0	0.0	1.02159753466933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0245702808663741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3273470809935306	0.0	0.0	0.0	0.0	0.0	0.0	2.351917361859905	BLOOD: Yuon_chou_37507442_cpg_day28, SALIVA: Hamvas_30342483
RTKN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0571501738058366	0.0	0.0	1.2943242603796983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.351474434185535	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_deg_day14
ATF7IP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0246136874969076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3258265529306994	0.0	0.0	0.0	0.0	0.0	0.0	2.350440240427607	SALIVA: Hamvas_30342483, BLOOD: Yuon_chou_37507442_cpg_day28
TTK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0534177660656372	0.0	0.0	1.295276416290226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.348694182355863	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_deg_day14
HPDL	0.0	0.0	0.0	0.0	1.0398994603182725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3073657224989135	0.0	2.347265182817186	BLOOD: Li_26030808, UNKNOWN: Tsotakos_35947545_down
BIRC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0517152193758499	0.0	0.0	1.294666441391986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.346381660767836	LUNG/TA: Bharracharya_22723293, BLOOD: Yuon_chou_37507442_deg_day14
PRSS37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.036683368311053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3091007442395552	0.0	0.0	0.0	0.0	0.0	0.0	2.345784112550608	SALIVA: Hamvas_30342483, BLOOD: Yuon_chou_37507442_cpg_day14
